No,Date,Time,Voltage (V),Current (A),Power (W),Energy (kWh),Frequency (Hz),PF
4633,1/4/2026,20:58:00,192.1,0.24,17.4,4.37,50,0.37
4634,1/4/2026,20:56:00,195.4,0.23,16.2,4.37,50,0.36
4635,1/4/2026,20:54:00,193,0.24,16.8,4.37,50,0.37
4636,1/4/2026,20:52:00,192.6,0.23,16.6,4.37,50,0.37
4637,1/4/2026,20:50:00,191.7,0.25,18.3,4.37,50,0.38
4638,1/4/2026,20:48:00,192.5,0.25,18.3,4.37,50,0.38
4639,1/4/2026,20:46:00,194.1,0.24,17.2,4.37,50,0.37
4640,1/4/2026,20:44:00,191.6,0.25,17.8,4.37,50,0.38
4641,1/4/2026,20:42:00,192.8,0.25,17.7,4.37,50,0.37
4642,1/4/2026,20:40:00,194.4,0.24,17.7,4.37,50,0.37
4643,1/4/2026,20:38:00,195.9,0.24,17.6,4.37,50,0.37
4644,1/4/2026,20:36:00,194.5,0.24,17.5,4.37,50,0.37
4645,1/4/2026,20:34:00,194.3,0.25,18.1,4.37,50,0.37
4646,1/4/2026,20:32:00,194.2,0.24,17.2,4.36,50,0.37
4647,1/4/2026,20:30:00,193.1,0.24,17.8,4.36,50,0.38
4648,1/4/2026,20:28:00,193.2,0.23,16.3,4.36,49.9,0.36
4649,1/4/2026,20:26:00,192.9,0.28,21,4.36,50,0.4
4650,1/4/2026,20:24:00,192.7,0.24,17.1,4.36,50,0.37
4651,1/4/2026,20:22:00,193.8,0.24,17.2,4.36,50,0.37
4652,1/4/2026,20:20:00,195.5,0.23,16.6,4.36,50,0.36
4653,1/4/2026,20:18:00,195.5,0.24,16.8,4.36,49.9,0.36
4654,1/4/2026,20:16:00,194.5,0.24,16.8,4.36,50,0.36
4655,1/4/2026,20:14:00,193.2,0.31,25.9,4.36,50,0.43
4656,1/4/2026,20:12:00,191.6,0.31,25.9,4.36,50,0.43
4657,1/4/2026,20:10:00,194,0.31,26.1,4.36,50,0.43
4658,1/4/2026,20:08:00,194.1,0.31,25.7,4.36,50,0.43
4659,1/4/2026,20:06:00,193.5,0.31,26.2,4.36,50,0.43
4660,1/4/2026,20:04:00,191.4,0.32,26.1,4.36,50,0.43
4661,1/4/2026,20:02:00,191.6,0.32,26.1,4.36,50,0.43
4662,1/4/2026,20:00:00,188.7,0.32,26.4,4.35,50,0.44
4663,1/4/2026,19:58:00,190,0.31,26,4.35,50,0.43
4664,1/4/2026,19:56:00,188.3,0.32,26.4,4.35,49.9,0.44
4665,1/4/2026,19:54:00,190.5,0.32,26.5,4.35,50,0.44
4666,1/4/2026,19:52:00,189.2,0.31,26.1,4.35,50,0.44
4667,1/4/2026,19:50:00,191.4,0.32,27,4.35,49.9,0.44
4668,1/4/2026,19:48:00,191.2,0.32,27.1,4.35,50,0.44
4669,1/4/2026,19:46:00,193.8,0.32,27.3,4.35,49.9,0.43
4670,1/4/2026,19:44:00,191.8,0.32,26.8,4.35,49.9,0.44
4671,1/4/2026,19:42:00,196.2,0.33,27.8,4.35,50,0.43
4672,1/4/2026,19:40:00,193.5,0.32,26.6,4.34,50,0.43
4673,1/4/2026,19:38:00,194.1,0.32,26.8,4.34,49.9,0.43
4674,1/4/2026,19:36:00,191.1,0.33,27.4,4.34,50,0.44
4675,1/4/2026,19:34:00,193.5,0.32,26.8,4.34,50,0.43
4676,1/4/2026,19:32:00,193.8,0.32,27,4.34,50,0.43
4677,1/4/2026,19:30:00,190.6,0.33,27.5,4.34,50,0.44
4678,1/4/2026,19:28:00,192.5,0.32,27.1,4.34,50,0.44
4679,1/4/2026,19:26:00,193.7,0.32,27,4.34,50,0.43
4680,1/4/2026,19:24:00,194.9,0.33,27.2,4.34,50,0.43
4681,1/4/2026,19:22:00,195.1,0.39,34,4.34,50,0.45
4682,1/4/2026,19:20:00,194.2,0.31,25.8,4.34,50,0.42
4683,1/4/2026,19:18:00,194.3,0.32,26.5,4.34,50,0.42
4684,1/4/2026,19:16:00,195.9,0.32,26.1,4.33,50,0.42
4685,1/4/2026,19:14:00,194.7,0.46,42.9,4.33,50,0.47
4686,1/4/2026,19:12:00,193.5,0.45,41.7,4.33,49.9,0.47
4687,1/4/2026,19:10:00,192.4,0.47,43.1,4.33,50,0.48
4688,1/4/2026,19:08:00,194.5,0.45,41.6,4.33,50,0.47
4689,1/4/2026,19:06:00,190.3,0.47,42.6,4.33,50,0.48
4690,1/4/2026,19:04:00,190.9,0.47,43.7,4.33,50,0.49
4691,1/4/2026,19:02:00,190.9,0.5,46.5,4.32,50,0.49
4692,1/4/2026,19:00:00,192.5,0.45,41.4,4.32,50,0.48
4693,1/4/2026,18:58:00,194,0.46,42.6,4.32,50,0.48
4694,1/4/2026,18:56:00,193.4,0.48,45,4.32,50,0.48
4695,1/4/2026,18:54:00,192.1,0.47,43,4.32,50,0.48
4696,1/4/2026,18:52:00,191.4,0.47,42.6,4.32,50,0.48
4697,1/4/2026,18:50:00,191.4,0.52,48.3,4.32,50,0.49
4698,1/4/2026,18:48:00,191.2,0.48,43.6,4.31,50,0.48
4699,1/4/2026,18:46:00,190.6,0.47,42.6,4.31,50,0.48
4700,1/4/2026,18:44:00,191.5,0.49,45.5,4.31,50,0.48
4701,1/4/2026,18:42:00,192.9,0.48,44.4,4.31,50,0.48
4702,1/4/2026,18:40:00,190.2,0.48,43.3,4.31,50,0.48
4703,1/4/2026,18:38:00,190.5,0.46,41.9,4.31,50,0.48
4704,1/4/2026,18:36:00,191.3,0.47,43.5,4.3,50,0.48
4705,1/4/2026,18:34:00,190.8,0.52,48.7,4.3,50,0.49
4706,1/4/2026,18:32:00,188.3,0.49,44.7,4.3,50,0.49
4707,1/4/2026,18:30:00,187.4,0.51,47.1,4.3,49.9,0.49
4708,1/4/2026,18:28:00,186,0.5,45.8,4.3,49.9,0.49
4709,1/4/2026,18:26:00,193,0.49,45.2,4.3,50,0.48
4710,1/4/2026,18:24:00,193.7,0.5,46.1,4.3,49.9,0.48
4711,1/4/2026,18:22:00,193.1,0.48,44.3,4.29,50,0.48
4712,1/4/2026,18:20:00,197.1,0.48,44.6,4.29,50,0.47
4713,1/4/2026,18:18:00,197,0.47,43.8,4.29,50,0.47
4714,1/4/2026,18:16:00,196.1,0.5,47.2,4.29,50,0.48
4715,1/4/2026,18:14:00,193.7,0.68,66.6,4.29,50,0.51
4716,1/4/2026,18:12:00,195.2,0.7,69,4.29,50,0.51
4717,1/4/2026,18:10:00,194.6,0.7,68.6,4.28,50,0.51
4718,1/4/2026,18:08:00,190.5,0.69,66.5,4.28,50,0.51
4719,1/4/2026,18:06:00,193.7,0.66,64,4.28,49.9,0.5
4720,1/4/2026,18:04:00,195.3,0.64,62.6,4.28,50,0.5
4721,1/4/2026,18:02:00,192.8,0.6,57.5,4.28,50,0.5
4722,1/4/2026,18:00:00,193.2,0.71,69.6,4.27,50,0.51
4723,1/4/2026,17:58:00,193.1,0.66,64.3,4.27,50,0.51
4724,1/4/2026,17:56:00,188.8,0.85,81.9,4.27,50,0.51
4725,1/4/2026,17:54:00,191.7,0.8,77.9,4.27,50,0.51
4726,1/4/2026,17:52:00,191.5,0.69,65.8,4.26,50,0.5
4727,1/4/2026,17:50:00,193.7,0.74,72.6,4.26,50,0.51
4728,1/4/2026,17:48:00,191.5,0.74,72.5,4.26,50,0.51
4729,1/4/2026,17:46:00,190.3,0.75,72.6,4.26,50,0.51
4730,1/4/2026,17:44:00,191.5,0.73,71.2,4.25,50,0.51
4731,1/4/2026,17:42:00,188.7,0.69,65.6,4.25,50,0.51
4732,1/4/2026,17:40:00,191.1,0.64,61.8,4.25,50,0.5
4733,1/4/2026,17:38:00,191.7,0.72,68.2,4.25,50,0.5
4734,1/4/2026,17:36:00,191.4,0.55,51.9,4.25,50,0.49
4735,1/4/2026,17:34:00,190.9,0.58,54.8,4.24,50,0.49
4736,1/4/2026,17:32:00,190.7,0.59,55.6,4.24,50,0.5
4737,1/4/2026,17:30:00,192.3,0.66,62.6,4.24,50,0.49
4738,1/4/2026,17:28:00,193,0.47,43.9,4.24,50,0.48
4739,1/4/2026,17:26:00,191.1,0.48,43.6,4.24,50,0.48
4740,1/4/2026,17:24:00,194.1,0.75,73.5,4.23,50,0.51
4741,1/4/2026,17:22:00,193.9,0.71,70.2,4.23,50,0.51
4742,1/4/2026,17:20:00,194.6,0.73,71.8,4.23,50,0.5
4743,1/4/2026,17:18:00,194.9,0.64,62.3,4.23,50,0.5
4744,1/4/2026,17:16:00,192.8,0.67,64.4,4.23,50,0.5
4745,1/4/2026,17:14:00,194.3,0.77,75,4.22,50,0.5
4746,1/4/2026,17:12:00,195.2,0.71,69.7,4.22,50,0.5
4747,1/4/2026,17:10:00,196.1,0.74,71.3,4.22,50,0.49
4748,1/4/2026,17:08:00,192.1,0.75,72.5,4.22,50,0.5
4749,1/4/2026,17:06:00,194.3,0.74,72.4,4.21,50,0.5
4750,1/4/2026,17:04:00,194.2,0.72,69.8,4.21,50,0.5
4751,1/4/2026,17:02:00,193.2,0.76,75.1,4.21,50,0.51
4752,1/4/2026,17:00:00,191.3,0.79,76.5,4.21,50,0.51
4753,1/4/2026,16:58:00,192.1,0.8,76.1,4.2,50,0.5
4754,1/4/2026,16:56:00,193.8,0.8,78,4.2,50,0.5
4755,1/4/2026,16:54:00,194.7,0.75,73.1,4.2,50,0.5
4756,1/4/2026,16:52:00,196.4,0.77,74.8,4.2,50,0.49
4757,1/4/2026,16:50:00,194.5,0.77,75.3,4.19,50,0.5
4758,1/4/2026,16:48:00,196.3,0.79,78,4.19,50,0.5
4759,1/4/2026,16:46:00,202,0.7,69.9,4.19,50,0.49
4760,1/4/2026,16:44:00,199.4,0.84,83.5,4.19,50,0.5
4761,1/4/2026,16:42:00,201.2,0.85,85.2,4.18,50,0.5
4762,1/4/2026,16:40:00,198.6,0.71,69.8,4.18,50,0.49
4763,1/4/2026,16:38:00,196.7,0.68,65.6,4.18,50,0.49
4764,1/4/2026,16:36:00,195.6,0.73,69,4.18,50,0.49
4765,1/4/2026,16:34:00,196.1,0.78,76.1,4.17,50,0.5
4766,1/4/2026,16:32:00,194,0.76,73.8,4.17,50,0.5
4767,1/4/2026,16:30:00,197.4,0.78,76.5,4.17,50,0.5
4768,1/4/2026,16:28:00,198.4,0.65,63.9,4.17,50,0.5
4769,1/4/2026,16:26:00,197.3,0.61,58.8,4.16,50,0.49
4770,1/4/2026,16:24:00,194.4,0.73,71.3,4.16,50,0.5
4771,1/4/2026,16:22:00,193.4,0.72,69.5,4.16,50,0.5
4772,1/4/2026,16:20:00,193.9,0.73,70.8,4.16,50,0.5
4773,1/4/2026,16:18:00,193.6,0.73,70.3,4.15,50,0.5
4774,1/4/2026,16:16:00,192.8,0.64,61.5,4.15,50,0.5
4775,1/4/2026,16:14:00,192,0.75,72.3,4.15,50,0.5
4776,1/4/2026,16:12:00,193.6,0.76,74.3,4.15,50,0.5
4777,1/4/2026,16:10:00,191.7,0.75,72.5,4.14,50,0.51
4778,1/4/2026,16:08:00,193,0.75,72.8,4.14,49.9,0.5
4779,1/4/2026,16:06:00,197.4,0.74,72.7,4.14,50,0.5
4780,1/4/2026,16:04:00,198.1,0.81,79.9,4.14,50,0.5
4781,1/4/2026,16:02:00,198.5,0.82,80.1,4.14,50,0.49
4782,1/4/2026,16:00:00,197.7,0.79,77.7,4.13,49.9,0.5
4783,1/4/2026,15:58:00,198.1,0.83,80.9,4.13,50,0.49
4784,1/4/2026,15:56:00,198.3,0.64,62.2,4.13,50,0.49
4785,1/4/2026,15:54:00,197.2,0.65,62,4.12,50,0.49
4786,1/4/2026,15:52:00,196.5,0.62,59.2,4.12,49.9,0.48
4787,1/4/2026,15:50:00,197.1,0.7,67,4.12,50,0.49
4788,1/4/2026,15:48:00,200.1,0.47,43.9,4.12,49.9,0.46
4789,1/4/2026,15:46:00,197.8,0.73,68.5,4.12,50,0.48
4790,1/4/2026,15:44:00,197.9,0.62,59.3,4.11,50,0.49
4791,1/4/2026,15:42:00,199.8,0.47,43.6,4.11,50,0.46
4792,1/4/2026,15:40:00,195.8,0.46,42.3,4.11,49.9,0.47
4793,1/4/2026,15:38:00,196.8,0.46,42.4,4.11,49.9,0.46
4794,1/4/2026,15:36:00,198.3,0.52,48.6,4.11,49.9,0.47
4795,1/4/2026,15:34:00,199.7,0.47,43.4,4.11,50,0.46
4796,1/4/2026,15:32:00,200.6,0.49,46.4,4.11,50,0.47
4797,1/4/2026,15:30:00,198,0.45,41.4,4.1,50,0.46
4798,1/4/2026,15:28:00,199.6,0.64,62.4,4.1,49.9,0.49
4799,1/4/2026,15:26:00,198.9,0.62,59.7,4.1,50,0.49
4800,1/4/2026,15:24:00,199,0.73,71.8,4.1,50,0.49
4801,1/4/2026,15:22:00,202.5,0.7,70.1,4.09,50,0.49
4802,1/4/2026,15:20:00,200.1,0.67,65,4.09,50,0.48
4803,1/4/2026,15:18:00,200.6,0.67,64.6,4.09,49.9,0.48
4804,1/4/2026,15:16:00,200,0.65,62.5,4.09,50,0.48
4805,1/4/2026,15:14:00,200.6,0.56,54.1,4.09,49.9,0.48
4806,1/4/2026,15:12:00,198.1,0.65,62.1,4.09,50,0.48
4807,1/4/2026,15:10:00,198.3,0.51,47.6,4.08,50,0.47
4808,1/4/2026,15:08:00,203.1,0.44,41.5,4.08,50,0.46
4809,1/4/2026,15:06:00,199.8,0.62,60.4,4.08,50,0.48
4810,1/4/2026,15:04:00,200.8,0.6,58.2,4.08,50,0.48
4811,1/4/2026,15:02:00,199.7,0.43,39.3,4.07,50,0.46
4812,1/4/2026,15:00:00,200.8,0.41,37.8,4.07,50,0.45
4813,1/4/2026,14:58:00,199.9,0.52,49.9,4.07,50,0.48
4814,1/4/2026,14:56:00,198.3,0.43,38.4,4.07,50,0.46
4815,1/4/2026,14:54:00,198,0.43,38.3,4.07,50,0.46
4816,1/4/2026,14:52:00,197.5,0.43,38.5,4.07,50,0.46
4817,1/4/2026,14:50:00,197.2,0.45,40.8,4.07,50,0.46
4818,1/4/2026,14:48:00,197.8,0.44,40,4.07,50,0.46
4819,1/4/2026,14:46:00,198.5,0.43,38.7,4.07,49.9,0.46
4820,1/4/2026,14:44:00,197.7,0.42,37.6,4.06,50,0.46
4821,1/4/2026,14:42:00,198.2,0.42,37.7,4.06,50,0.46
4822,1/4/2026,14:40:00,198,0.43,38.5,4.06,50,0.45
4823,1/4/2026,14:38:00,197.1,0.44,40.2,4.06,50,0.46
4824,1/4/2026,14:36:00,195,0.44,39.4,4.06,50,0.46
4825,1/4/2026,14:34:00,194.6,0.46,41.7,4.06,50,0.47
4826,1/4/2026,14:32:00,200.2,0.42,38.3,4.06,50,0.45
4827,1/4/2026,14:30:00,196.7,0.43,38.7,4.05,50,0.46
4828,1/4/2026,14:28:00,196.8,0.42,38,4.05,49.9,0.46
4829,1/4/2026,14:26:00,199.8,0.46,42.3,4.05,50,0.47
4830,1/4/2026,14:24:00,197.9,0.46,42.2,4.05,50,0.46
4831,1/4/2026,14:22:00,196.2,0.43,38.8,4.05,50,0.46
4832,1/4/2026,14:20:00,196,0.43,39.2,4.05,50,0.46
4833,1/4/2026,14:18:00,197.6,0.43,38.6,4.05,50,0.46
4834,1/4/2026,14:16:00,197,0.43,39,4.05,50,0.46
4835,1/4/2026,14:14:00,197.2,0.42,38.2,4.04,49.9,0.46
4836,1/4/2026,14:12:00,200.7,0.42,38.7,4.04,50,0.46
4837,1/4/2026,14:10:00,199.9,0.43,38.7,4.04,50,0.46
4838,1/4/2026,14:08:00,196.7,0.43,38.6,4.04,50,0.46
4839,1/4/2026,14:06:00,196.4,0.43,39.1,4.04,50,0.46
4840,1/4/2026,14:04:00,197.9,0.45,41.2,4.04,50,0.46
4841,1/4/2026,14:02:00,197,0.44,40.2,4.04,50,0.46
4842,1/4/2026,14:00:00,196.4,0.45,40.7,4.03,50,0.46
4843,1/4/2026,13:58:00,197.6,0.44,40.3,4.03,50,0.46
4844,1/4/2026,13:56:00,197.3,0.45,41.1,4.03,50,0.46
4845,1/4/2026,13:54:00,201.3,0.44,40.7,4.03,50,0.46
4846,1/4/2026,13:52:00,201.6,0.46,42.8,4.03,50,0.46
4847,1/4/2026,13:50:00,199,0.43,38.4,4.03,49.9,0.45
4848,1/4/2026,13:48:00,200.8,0.43,38.8,4.03,50,0.45
4849,1/4/2026,13:46:00,196.6,0.44,40.2,4.03,50,0.46
4850,1/4/2026,13:44:00,195.9,0.44,39.6,4.02,50,0.46
4851,1/4/2026,13:42:00,197.9,0.42,38.1,4.02,50,0.46
4852,1/4/2026,13:40:00,196.2,0.48,44.4,4.02,50,0.47
4853,1/4/2026,13:38:00,196.8,0.42,38.5,4.02,50,0.46
4854,1/4/2026,13:36:00,193.2,0.44,40.2,4.02,50,0.47
4855,1/4/2026,13:34:00,196.3,0.43,38.8,4.02,50,0.46
4856,1/4/2026,13:32:00,193,0.44,39.1,4.02,49.9,0.46
4857,1/4/2026,13:30:00,195,0.46,41.2,4.01,50,0.46
4858,1/4/2026,13:28:00,193.5,0.43,38.2,4.01,50,0.46
4859,1/4/2026,13:26:00,193.3,0.43,38,4.01,50,0.46
4860,1/4/2026,13:24:00,194.3,0.43,38.5,4.01,50,0.46
4861,1/4/2026,13:22:00,194,0.43,37.6,4.01,50,0.46
4862,1/4/2026,13:20:00,191.3,0.47,43.1,4.01,50,0.48
4863,1/4/2026,13:18:00,192.9,0.49,43.8,4.01,50,0.47
4864,1/4/2026,13:16:00,194.4,0.44,39.5,4.01,50,0.46
4865,1/4/2026,13:14:00,198.3,0.42,37.6,4,50,0.45
4866,1/4/2026,13:12:00,196.5,0.44,39,4,50,0.46
4867,1/4/2026,13:10:00,194.6,0.44,39.1,4,49.9,0.46
4868,1/4/2026,13:08:00,200.6,0.43,38.8,4,50,0.45
4869,1/4/2026,13:06:00,199.3,0.45,40.5,4,50,0.45
4870,1/4/2026,13:04:00,200.6,0.44,39,4,50,0.45
4871,1/4/2026,13:02:00,201,0.41,36.8,4,50,0.44
4872,1/4/2026,13:00:00,197.8,0.45,40.6,3.99,50,0.45
4873,1/4/2026,12:58:00,201,0.43,38,3.99,50,0.44
4874,1/4/2026,12:56:00,199.9,0.44,40.2,3.99,50,0.45
4875,1/4/2026,12:54:00,202.2,0.49,45.8,3.99,50,0.46
4876,1/4/2026,12:52:00,201.9,0.44,39.6,3.99,50,0.45
4877,1/4/2026,12:50:00,200.7,0.45,40.7,3.99,50,0.45
4878,1/4/2026,12:48:00,200.7,0.43,39.4,3.99,50,0.45
4879,1/4/2026,12:46:00,201,0.43,39.1,3.98,50,0.45
4880,1/4/2026,12:44:00,199.3,0.44,39.9,3.98,50,0.45
4881,1/4/2026,12:42:00,198.1,0.44,39.1,3.98,50,0.45
4882,1/4/2026,12:40:00,203,0.47,44,3.98,50,0.46
4883,1/4/2026,12:38:00,201.9,0.45,41.2,3.98,50,0.45
4884,1/4/2026,12:36:00,201.8,0.47,43.1,3.98,50,0.46
4885,1/4/2026,12:34:00,202.6,0.47,44.1,3.98,50,0.46
4886,1/4/2026,12:32:00,201.1,0.5,46.1,3.98,50,0.46
4887,1/4/2026,12:30:00,202.4,0.43,38.4,3.97,50,0.44
4888,1/4/2026,12:28:00,199.9,0.43,38.2,3.97,50,0.45
4889,1/4/2026,12:26:00,203.6,0.46,42,3.97,50,0.45
4890,1/4/2026,12:24:00,200.8,0.44,39.2,3.97,50,0.45
4891,1/4/2026,12:22:00,201.7,0.46,42.7,3.97,50,0.46
4892,1/4/2026,12:20:00,204.5,0.47,43,3.97,50,0.45
4893,1/4/2026,12:18:00,201.2,0.44,39.4,3.97,50,0.45
4894,1/4/2026,12:16:00,199.3,0.52,47.8,3.96,49.9,0.46
4895,1/4/2026,12:14:00,197.9,0.49,44.6,3.96,50,0.46
4896,1/4/2026,12:12:00,202.2,0.48,44.9,3.96,50,0.46
4897,1/4/2026,12:10:00,202.6,0.49,45.9,3.96,49.9,0.46
4898,1/4/2026,12:08:00,199.8,0.53,49.5,3.96,50,0.47
4899,1/4/2026,12:06:00,203.6,0.46,42.3,3.96,50,0.45
4900,1/4/2026,12:04:00,200,0.46,42.2,3.96,50,0.46
4901,1/4/2026,12:02:00,199.2,0.54,50.8,3.95,50,0.48
4902,1/4/2026,12:00:00,202.2,0.69,68,3.95,50,0.49
4903,1/4/2026,11:58:00,200.7,0.65,63.4,3.95,50,0.49
4904,1/4/2026,11:56:00,198.9,0.68,66.1,3.95,50,0.49
4905,1/4/2026,11:54:00,199.2,0.8,79.6,3.95,50,0.5
4906,1/4/2026,11:52:00,201.9,0.74,73.3,3.94,50,0.49
4907,1/4/2026,11:50:00,203,0.77,77,3.94,50,0.49
4908,1/4/2026,11:48:00,201.4,0.76,75.4,3.94,50,0.49
4909,1/4/2026,11:46:00,198.7,1.09,123.1,3.93,50,0.57
4910,1/4/2026,11:44:00,203.8,0.93,102.5,3.93,50,0.54
4911,1/4/2026,11:42:00,201.9,1.02,109.2,3.93,50,0.53
4912,1/4/2026,11:40:00,202.3,0.8,79.4,3.92,50,0.49
4913,1/4/2026,11:38:00,199.8,1.13,129.8,3.92,50,0.57
4914,1/4/2026,11:36:00,197.4,1.06,110.7,3.92,50,0.53
4915,1/4/2026,11:34:00,200.6,0.62,59.9,3.91,50,0.48
4916,1/4/2026,11:32:00,200.8,0.64,61.6,3.91,50,0.48
4917,1/4/2026,11:30:00,202.1,0.73,72.4,3.91,50,0.49
4918,1/4/2026,11:28:00,198.3,0.72,69.6,3.9,50,0.49
4919,1/4/2026,11:26:00,202.9,0.74,72.3,3.9,50,0.48
4920,1/4/2026,11:24:00,199.5,0.75,72.4,3.9,50,0.49
4921,1/4/2026,11:16:00,186.4,0.81,77.2,3.9,50,0.51
4922,1/4/2026,11:14:00,189.7,0.73,69.7,3.89,50,0.5
4923,1/4/2026,11:12:00,178.8,1.09,111,3.89,50,0.57
4924,1/4/2026,11:10:00,177.8,1.04,103,3.89,50,0.56
4925,1/4/2026,11:08:00,183.5,1.07,111.1,3.88,50,0.57
4926,1/4/2026,11:06:00,179.8,1.1,107.7,3.88,50,0.55
4927,1/4/2026,11:04:00,184.5,0.93,94.1,3.88,50,0.55
4928,1/4/2026,11:02:00,184.5,0.77,72.8,3.87,49.9,0.51
4929,1/4/2026,11:00:00,184.3,0.71,66.1,3.87,50,0.51
4930,1/4/2026,10:58:00,182,0.76,70.3,3.87,49.9,0.51
4931,1/4/2026,10:56:00,183.9,0.77,71,3.87,50,0.5
4932,1/4/2026,10:54:00,187.1,0.77,72,3.86,50,0.5
4933,1/4/2026,10:52:00,184.3,1.21,131.2,3.86,50,0.59
4934,1/4/2026,10:50:00,187.4,1.07,111.2,3.86,50,0.55
4935,1/4/2026,10:48:00,190.6,1.12,115.4,3.85,49.9,0.54
4936,1/4/2026,10:46:00,193.9,0.86,88.1,3.85,50,0.53
4937,1/4/2026,10:44:00,185.8,2.67,372.3,3.84,50,0.75
4938,1/4/2026,10:42:00,190.3,0.63,58,3.84,50,0.48
4939,1/4/2026,10:40:00,192.5,0.68,63.6,3.84,50,0.49
4940,1/4/2026,10:38:00,194.4,0.66,61.9,3.84,50,0.48
4941,1/4/2026,10:36:00,187.9,0.74,68.1,3.84,50,0.49
4942,1/4/2026,10:34:00,187.4,0.76,71,3.83,50,0.5
4943,1/4/2026,10:32:00,187.7,0.79,74,3.83,50,0.5
4944,1/4/2026,10:30:00,176.9,0.88,79.7,3.83,50,0.51
4945,1/4/2026,10:28:00,180.2,0.77,68.7,3.83,50,0.5
4946,1/4/2026,10:26:00,185.2,0.66,60.7,3.82,50,0.49
4947,1/4/2026,10:24:00,189.3,0.82,74.4,3.82,50,0.48
4948,1/4/2026,10:22:00,189.1,0.74,65.4,3.82,50,0.47
4949,1/4/2026,10:20:00,189.5,0.82,73.8,3.82,50,0.48
4950,1/4/2026,10:18:00,188,0.81,76.9,3.81,50,0.5
4951,1/4/2026,10:16:00,185.2,0.74,68.9,3.81,50,0.5
4952,1/4/2026,10:14:00,181.9,0.8,73.2,3.81,50,0.5
4953,1/4/2026,10:12:00,181.7,0.73,66.3,3.81,50,0.5
4954,1/4/2026,10:10:00,181.5,0.73,65.9,3.8,49.9,0.5
4955,1/4/2026,10:08:00,184.7,0.71,65.7,3.8,50,0.5
4956,1/4/2026,10:06:00,184,0.66,59,3.8,50,0.49
4957,1/4/2026,10:04:00,187.1,1.17,130.7,3.8,50,0.6
4958,1/4/2026,10:02:00,184.8,1.08,106.2,3.79,50,0.53
4959,1/4/2026,10:00:00,186.8,0.98,101.9,3.79,50,0.56
4960,1/4/2026,9:58:00,182.2,1.19,127.2,3.79,50,0.58
4961,1/4/2026,9:56:00,180.7,0.7,63,3.78,50,0.49
4962,1/4/2026,9:54:00,188.3,0.54,48.1,3.78,50,0.47
4963,1/4/2026,9:52:00,190.4,0.59,54.4,3.78,50,0.48
4964,1/4/2026,9:50:00,187,0.61,55.8,3.78,50,0.49
4965,1/4/2026,9:48:00,187,0.59,53,3.77,50,0.48
4966,1/4/2026,9:46:00,187.7,0.59,53.7,3.77,50,0.48
4967,1/4/2026,9:44:00,187,0.57,52,3.77,50,0.48
4968,1/4/2026,9:42:00,190.1,0.75,69.9,3.77,50,0.49
4969,1/4/2026,9:40:00,191.1,0.72,67.8,3.77,50,0.5
4970,1/4/2026,9:38:00,190.7,0.69,64.4,3.76,50,0.49
4971,1/4/2026,9:36:00,186.4,0.74,67.1,3.76,50,0.49
4972,1/4/2026,9:34:00,188.4,0.73,68.3,3.76,50,0.5
4973,1/4/2026,9:32:00,187.3,0.8,75.5,3.76,50,0.5
4974,1/4/2026,9:30:00,187.7,0.79,73.4,3.75,50,0.5
4975,1/4/2026,9:28:00,186.6,0.75,70.2,3.75,50,0.5
4976,1/4/2026,9:26:00,188.8,0.71,66.4,3.75,50,0.5
4977,1/4/2026,9:24:00,186.3,0.75,70.1,3.75,50,0.5
4978,1/4/2026,9:22:00,188.6,0.69,64.6,3.74,50,0.5
4979,1/4/2026,9:20:00,189.7,0.67,62.5,3.74,50,0.5
4980,1/4/2026,9:18:00,190.7,0.72,67.6,3.74,50,0.5
4981,1/4/2026,9:16:00,191.2,0.62,58.4,3.74,50,0.49
4982,1/4/2026,9:14:00,189.7,0.63,59.2,3.74,50,0.49
4983,1/4/2026,9:12:00,189.1,0.64,59.5,3.73,50,0.49
4984,1/4/2026,9:10:00,193.1,0.6,56.1,3.73,50,0.49
4985,1/4/2026,9:08:00,190.4,0.63,58.8,3.73,50,0.49
4986,1/4/2026,9:06:00,189.6,0.62,57.6,3.73,50,0.49
4987,1/4/2026,9:04:00,188.6,0.64,58.9,3.73,50,0.49
4988,1/4/2026,9:02:00,187.2,0.61,56.6,3.72,50,0.49
4989,1/4/2026,9:00:00,186,0.67,61.5,3.72,50,0.49
4990,1/4/2026,8:58:00,187.3,0.67,62.2,3.72,50,0.49
4991,1/4/2026,8:56:00,188.6,0.61,56,3.72,49.9,0.49
4992,1/4/2026,8:54:00,189.6,0.62,57.7,3.72,50,0.49
4993,1/4/2026,8:52:00,184.5,0.68,62.1,3.72,50,0.49
4994,1/4/2026,8:50:00,188.1,0.63,58.5,3.71,50,0.49
4995,1/4/2026,8:48:00,192.7,0.57,53.5,3.71,49.9,0.49
4996,1/4/2026,8:46:00,197.2,0.55,51.9,3.71,50,0.48
4997,1/4/2026,8:44:00,199.2,0.64,61.5,3.71,49.9,0.48
4998,1/4/2026,8:42:00,200.7,0.53,49.7,3.71,50,0.47
4999,1/4/2026,8:40:00,194.5,0.7,66.6,3.7,50,0.49
5000,1/4/2026,8:38:00,197.8,0.6,57.1,3.7,50,0.48
5001,1/4/2026,8:36:00,193.7,0.67,63.4,3.7,50,0.49
